id_egresso,meses_desde_formacao,idade_egresso,nivel_cargo,renda_mensal_estimada,area_atuacao,modalidade_graduacao,tipo_empresa,satisfacao_graduacao_nps,engajamento_alumni_score,bolsista_graduacao,potencial_matricula_pos
1724,38,23,Júnior,3821.2,Tecnologia,Presencial,Iniciativa Privada,8,70,0,0
1725,41,28,Júnior,2728.1,Humanas,Presencial,Iniciativa Privada,8,41,0,0
1726,116,35,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,4,4,0,0
1727,25,25,Pleno,6693.27,Exatas,Presencial,Iniciativa Privada,5,47,1,0
1728,88,28,Pleno,5017.23,Tecnologia,EAD,Iniciativa Privada,6,92,0,0
1729,104,32,Sênior,13790.75,Humanas,EAD,Iniciativa Privada,4,98,0,0
1730,112,33,Sênior,13768.59,Exatas,EAD,Setor Público,5,50,1,0
1731,86,29,Sênior,12508.41,Exatas,Presencial,Iniciativa Privada,10,11,1,0
1732,67,28,Gestão,17056.29,Biológicas,Híbrido,Setor Público,10,9,1,1
1733,114,35,Gestão,16283.93,Humanas,Híbrido,Iniciativa Privada,6,36,1,0
1734,112,36,Sênior,11057.86,Tecnologia,Presencial,Iniciativa Privada,6,65,1,0
1735,103,35,Gestão,19664.98,Exatas,Presencial,Autônomo/PJ,5,66,0,0
1736,78,28,Gestão,18011.03,Exatas,EAD,Iniciativa Privada,6,13,1,0
1737,31,27,Sem vínculo,0.0,Humanas,EAD,Desempregado,7,46,0,0
1738,71,31,Gestão,19259.91,Biológicas,Híbrido,Iniciativa Privada,7,19,0,0
1739,78,28,Gestão,14325.58,Tecnologia,EAD,Iniciativa Privada,4,51,1,0
1740,78,26,Sênior,13774.51,Biológicas,Presencial,Iniciativa Privada,6,67,0,0
1741,45,27,Pleno,4396.82,Tecnologia,Presencial,Iniciativa Privada,6,25,0,0
1742,22,27,Sem vínculo,0.0,Humanas,Presencial,Desempregado,5,46,1,0
1743,6,22,Pleno,6791.66,Tecnologia,Híbrido,ONG,7,78,1,0
1744,94,27,Sênior,11393.84,Tecnologia,Híbrido,Iniciativa Privada,8,72,1,0
1745,66,28,Gestão,18470.12,Biológicas,Presencial,Setor Público,4,2,0,0
1746,48,26,Pleno,6463.11,Exatas,EAD,Setor Público,9,1,0,0
1747,109,34,Sênior,14327.03,Biológicas,Presencial,Iniciativa Privada,7,40,0,0
1748,47,28,Sênior,11459.11,Tecnologia,Presencial,Iniciativa Privada,5,29,0,0
1749,30,27,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,4,36,0,0
1750,44,29,Sem vínculo,0.0,Humanas,EAD,Desempregado,8,80,1,0
1751,40,30,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,10,2,1,0
1752,8,27,Júnior,2289.06,Tecnologia,Presencial,Autônomo/PJ,9,8,1,0
1753,119,33,Gestão,17869.0,Tecnologia,Presencial,Setor Público,4,7,1,0
1754,106,30,Sênior,9894.4,Biológicas,Presencial,Iniciativa Privada,7,8,0,0
1755,113,32,Sênior,10183.19,Humanas,Presencial,Iniciativa Privada,8,16,0,0
1756,49,26,Pleno,7227.26,Exatas,Presencial,Iniciativa Privada,9,23,1,0
1757,56,28,Pleno,8734.25,Tecnologia,EAD,Setor Público,5,71,1,0
1758,99,28,Gestão,18684.9,Tecnologia,EAD,Autônomo/PJ,4,13,1,0
1759,107,32,Sênior,10947.78,Exatas,EAD,Autônomo/PJ,7,53,1,0
1760,103,33,Sem vínculo,0.0,Biológicas,EAD,Desempregado,5,79,1,0
1761,17,27,Júnior,3382.28,Humanas,Híbrido,ONG,8,17,1,0
1762,24,22,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,4,87,1,0
1763,106,34,Gestão,16312.4,Exatas,Presencial,Iniciativa Privada,6,38,0,0
1764,49,29,Júnior,2807.32,Biológicas,Presencial,Autônomo/PJ,7,46,1,0
1765,64,26,Gestão,16378.13,Exatas,Presencial,Setor Público,7,26,1,0
1766,54,28,Pleno,7871.39,Biológicas,EAD,Iniciativa Privada,6,91,1,0
1767,66,29,Sem vínculo,0.0,Tecnologia,Híbrido,Desempregado,5,70,0,0
1768,22,24,Júnior,5387.06,Humanas,EAD,ONG,7,97,1,0
1769,79,28,Sênior,12344.44,Humanas,Presencial,Iniciativa Privada,5,90,1,0
1770,62,25,Gestão,15603.72,Humanas,EAD,Iniciativa Privada,8,33,0,0
1771,60,32,Gestão,17066.83,Exatas,Presencial,Setor Público,6,18,0,0
1772,118,35,Sênior,11310.19,Tecnologia,Híbrido,Setor Público,5,5,1,0
1773,52,24,Sem vínculo,0.0,Tecnologia,EAD,Desempregado,8,29,0,0
1774,17,24,Júnior,4264.95,Biológicas,EAD,Iniciativa Privada,10,91,0,0
1775,67,28,Gestão,14264.32,Tecnologia,Presencial,Iniciativa Privada,4,11,0,0
1776,85,33,Gestão,17588.02,Biológicas,Presencial,Iniciativa Privada,7,14,0,1
1777,93,34,Sênior,12313.99,Humanas,Presencial,Iniciativa Privada,6,38,1,0
1778,88,29,Pleno,6003.08,Exatas,Presencial,Iniciativa Privada,4,63,0,0
1779,13,27,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,10,63,0,0
1780,100,34,Sênior,10112.5,Humanas,Híbrido,Iniciativa Privada,4,14,1,0
1781,26,27,Sênior,11871.78,Exatas,Presencial,Iniciativa Privada,4,57,1,0
1782,86,34,Sênior,10140.45,Tecnologia,Presencial,Iniciativa Privada,5,99,1,0
1783,92,29,Sênior,11889.75,Biológicas,Presencial,Iniciativa Privada,10,66,0,1
1784,106,32,Gestão,18752.5,Humanas,Presencial,Autônomo/PJ,7,0,1,1
1785,85,32,Sênior,11805.39,Humanas,Híbrido,Setor Público,6,6,1,0
1786,75,27,Gestão,17819.1,Humanas,Presencial,Autônomo/PJ,9,8,0,1
1787,77,33,Gestão,15026.43,Tecnologia,Híbrido,Iniciativa Privada,9,0,1,0
1788,30,24,Júnior,3168.86,Biológicas,Presencial,Iniciativa Privada,7,4,1,0
1789,87,30,Sênior,11533.0,Tecnologia,Híbrido,Iniciativa Privada,7,46,1,0
1790,94,32,Gestão,17851.64,Tecnologia,Presencial,Iniciativa Privada,7,99,1,0
1791,17,23,Júnior,3419.88,Tecnologia,EAD,Autônomo/PJ,8,9,1,0
1792,20,21,Pleno,6384.34,Tecnologia,Presencial,Iniciativa Privada,10,1,1,0
1793,64,31,Gestão,15826.08,Exatas,EAD,Setor Público,8,22,0,0
1794,31,23,Pleno,6941.75,Tecnologia,EAD,Iniciativa Privada,8,92,1,0
1795,110,33,Pleno,9542.58,Tecnologia,Presencial,Setor Público,8,55,1,0
1796,114,35,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,7,18,1,0
1797,31,22,Pleno,7868.17,Humanas,Híbrido,Setor Público,7,37,1,0
1798,52,24,Pleno,7727.36,Exatas,Presencial,Setor Público,9,46,1,0
1799,37,24,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,6,83,1,0
1800,15,25,Pleno,7873.31,Humanas,EAD,Setor Público,9,75,1,0
1801,21,24,Júnior,3645.12,Exatas,Presencial,Iniciativa Privada,9,74,1,0
1802,76,31,Gestão,16295.95,Tecnologia,Presencial,Iniciativa Privada,6,98,0,0
1803,22,28,Júnior,3616.26,Biológicas,Híbrido,Autônomo/PJ,6,51,0,0
1804,28,26,Pleno,4964.55,Tecnologia,EAD,Autônomo/PJ,9,48,1,0
1805,31,29,Pleno,4646.3,Tecnologia,Presencial,Iniciativa Privada,9,70,1,1
1806,90,29,Gestão,16374.76,Humanas,EAD,Iniciativa Privada,9,22,0,1
1807,91,27,Sem vínculo,0.0,Humanas,Presencial,Desempregado,6,49,0,0
1808,12,23,Júnior,3596.26,Biológicas,Híbrido,Iniciativa Privada,6,16,0,0
1809,19,24,Pleno,5225.91,Tecnologia,Presencial,Iniciativa Privada,8,47,1,0
1810,84,29,Sênior,10898.0,Humanas,Presencial,Iniciativa Privada,7,1,1,0
1811,12,25,Júnior,4683.3,Humanas,Presencial,Autônomo/PJ,6,68,0,0
1812,14,23,Júnior,5388.31,Tecnologia,Presencial,Iniciativa Privada,5,61,0,0
1813,53,27,Sênior,9779.37,Tecnologia,Presencial,Setor Público,10,84,0,0
1814,77,29,Pleno,6040.53,Humanas,EAD,Iniciativa Privada,6,12,0,0
1815,119,32,Sênior,13354.27,Tecnologia,EAD,Setor Público,6,60,0,0
1816,64,29,Gestão,18322.75,Tecnologia,EAD,Autônomo/PJ,7,10,0,0
1817,92,30,Sênior,12682.65,Tecnologia,Presencial,Iniciativa Privada,9,87,0,0
1818,98,28,Gestão,16860.56,Tecnologia,EAD,Iniciativa Privada,8,96,1,0
1819,87,33,Sênior,11902.43,Tecnologia,Híbrido,Iniciativa Privada,4,26,0,0
1820,100,31,Gestão,17927.7,Tecnologia,Presencial,Iniciativa Privada,9,34,1,0
1821,99,30,Gestão,19399.54,Tecnologia,Presencial,Autônomo/PJ,9,17,1,0
1822,44,28,Pleno,5711.13,Biológicas,Presencial,Iniciativa Privada,7,84,0,0
1823,104,30,Sênior,11598.48,Tecnologia,Presencial,Autônomo/PJ,8,67,1,0
1824,23,26,Júnior,3348.88,Exatas,Presencial,Iniciativa Privada,5,60,1,0
1825,64,27,Gestão,16696.39,Biológicas,EAD,Iniciativa Privada,10,40,1,1
1826,111,33,Sênior,12315.16,Biológicas,Híbrido,Iniciativa Privada,10,95,1,1
1827,108,31,Sênior,12295.38,Tecnologia,Presencial,Setor Público,4,42,1,0
1828,22,25,Júnior,3611.91,Tecnologia,EAD,Iniciativa Privada,10,48,1,0
1829,19,25,Júnior,5173.44,Exatas,Presencial,Autônomo/PJ,8,10,1,0
1830,36,26,Pleno,7418.37,Biológicas,Presencial,Iniciativa Privada,9,66,0,0
1831,29,22,Pleno,7784.28,Tecnologia,EAD,Iniciativa Privada,8,50,1,0
1832,104,33,Sênior,10721.78,Exatas,Presencial,Autônomo/PJ,7,51,0,0
1833,113,32,Sênior,11657.69,Biológicas,Presencial,Autônomo/PJ,8,84,0,1
1834,65,28,Sênior,12733.54,Exatas,EAD,Iniciativa Privada,6,42,0,0
1835,50,30,Sênior,10261.35,Humanas,EAD,Setor Público,8,57,0,0
1836,103,32,Gestão,17846.4,Humanas,EAD,Iniciativa Privada,4,77,0,0
1837,8,24,Pleno,5237.22,Tecnologia,Presencial,Autônomo/PJ,8,69,0,0
1838,42,28,Pleno,7470.45,Exatas,Presencial,ONG,5,28,0,0
1839,48,26,Pleno,5974.76,Exatas,Presencial,ONG,10,30,1,0
1840,45,25,Pleno,7023.57,Humanas,Presencial,Autônomo/PJ,6,27,0,0
1841,95,34,Pleno,5858.56,Biológicas,EAD,Iniciativa Privada,4,49,1,0
1842,60,28,Sênior,10393.17,Humanas,EAD,Autônomo/PJ,4,35,1,0
1843,92,34,Gestão,18551.3,Tecnologia,EAD,Iniciativa Privada,9,91,1,0
1844,113,30,Gestão,15530.21,Humanas,Híbrido,Iniciativa Privada,7,18,0,0
1845,44,24,Pleno,5501.39,Exatas,Presencial,Iniciativa Privada,10,66,0,0
1846,20,28,Sem vínculo,0.0,Exatas,EAD,Desempregado,7,11,0,0
1847,118,31,Gestão,18785.41,Exatas,Presencial,ONG,6,99,1,0
1848,9,21,Júnior,2839.69,Humanas,Presencial,Iniciativa Privada,4,87,0,0
1849,98,34,Gestão,15566.71,Humanas,Presencial,Autônomo/PJ,9,75,1,1
1850,91,29,Gestão,17284.7,Exatas,Híbrido,Autônomo/PJ,5,23,0,0
1851,30,26,Sênior,11166.2,Biológicas,Presencial,Iniciativa Privada,8,64,1,0
1852,18,24,Júnior,2679.43,Tecnologia,Presencial,Iniciativa Privada,8,91,0,0
1853,87,27,Sênior,12172.33,Tecnologia,EAD,Autônomo/PJ,8,79,1,0
1854,38,26,Sênior,9525.33,Exatas,Presencial,Iniciativa Privada,7,20,1,0
1855,21,28,Júnior,3485.61,Biológicas,Presencial,Iniciativa Privada,4,93,0,0
1856,114,31,Gestão,15273.59,Tecnologia,EAD,Autônomo/PJ,4,97,0,0
1857,47,30,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,5,25,0,0
1858,113,35,Sênior,12996.47,Biológicas,Híbrido,Setor Público,7,34,1,0
1859,71,27,Gestão,19773.29,Biológicas,EAD,Autônomo/PJ,5,94,1,1
1860,60,28,Sênior,10504.54,Biológicas,Presencial,Iniciativa Privada,4,79,0,0
1861,104,34,Sênior,11794.17,Tecnologia,Presencial,Iniciativa Privada,8,57,0,0
1862,47,29,Pleno,4365.98,Biológicas,EAD,Setor Público,10,41,0,0
1863,39,29,Pleno,4695.41,Exatas,Presencial,Iniciativa Privada,7,28,0,0
1864,35,27,Pleno,5843.47,Humanas,Presencial,ONG,7,28,0,0
1865,18,23,Júnior,3082.21,Tecnologia,EAD,Iniciativa Privada,7,8,0,0
1866,18,22,Pleno,5696.53,Humanas,EAD,Iniciativa Privada,9,77,0,1
1867,23,22,Júnior,3312.43,Tecnologia,EAD,Iniciativa Privada,9,71,1,0
1868,37,25,Sem vínculo,0.0,Tecnologia,Híbrido,Desempregado,8,1,1,0
1869,101,30,Sênior,12259.85,Humanas,Presencial,Iniciativa Privada,9,74,0,0
1870,104,33,Gestão,17006.94,Tecnologia,Presencial,Iniciativa Privada,7,1,0,0
1871,44,24,Júnior,4055.91,Tecnologia,EAD,Iniciativa Privada,9,17,1,0
1872,51,26,Júnior,2017.07,Exatas,Presencial,Autônomo/PJ,9,68,0,0
1873,34,24,Sênior,11316.82,Humanas,Presencial,Iniciativa Privada,6,56,0,0
1874,67,32,Sênior,13602.19,Tecnologia,EAD,Iniciativa Privada,7,70,0,0
1875,118,34,Sênior,10567.52,Humanas,Presencial,Iniciativa Privada,9,22,1,0
1876,98,33,Gestão,17240.81,Humanas,Presencial,Autônomo/PJ,8,18,0,1
1877,67,28,Sênior,11812.0,Humanas,EAD,Iniciativa Privada,9,18,1,0
1878,113,34,Sênior,10389.13,Exatas,EAD,Iniciativa Privada,9,57,0,0
1879,62,25,Sênior,9926.32,Humanas,Presencial,Iniciativa Privada,10,82,0,1
1880,21,22,Júnior,3395.87,Tecnologia,EAD,Setor Público,7,48,1,0
1881,61,28,Sênior,11386.45,Tecnologia,Presencial,Autônomo/PJ,9,44,0,0
1882,113,29,Sênior,11042.74,Humanas,Presencial,Iniciativa Privada,6,27,0,0
1883,116,31,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,6,74,1,0
1884,15,28,Sem vínculo,0.0,Tecnologia,Presencial,Desempregado,10,49,0,0
1885,35,29,Pleno,9571.97,Exatas,EAD,Iniciativa Privada,9,10,1,0
1886,30,24,Pleno,5280.09,Biológicas,Presencial,Autônomo/PJ,7,54,1,0
1887,108,32,Sênior,11264.92,Biológicas,Híbrido,Autônomo/PJ,4,8,0,0
1888,89,32,Sênior,13180.36,Tecnologia,Presencial,ONG,4,13,0,0
1889,10,26,Júnior,1760.24,Exatas,Híbrido,Iniciativa Privada,5,97,0,0
1890,70,32,Sênior,11683.95,Tecnologia,Presencial,Iniciativa Privada,6,92,1,0
1891,99,34,Sênior,10849.93,Humanas,Presencial,Iniciativa Privada,4,20,1,0
1892,54,26,Pleno,6441.16,Tecnologia,Presencial,ONG,5,47,1,0
1893,8,26,Júnior,4203.36,Humanas,EAD,Iniciativa Privada,4,57,0,0
1894,50,28,Pleno,4388.89,Biológicas,EAD,Iniciativa Privada,7,68,1,0
1895,19,24,Júnior,4540.47,Biológicas,EAD,Iniciativa Privada,9,96,0,0
1896,35,22,Pleno,6806.17,Biológicas,EAD,Iniciativa Privada,6,8,0,0
1897,119,32,Gestão,15987.43,Tecnologia,Presencial,Setor Público,4,66,1,0
1898,73,27,Pleno,5685.73,Tecnologia,Presencial,Iniciativa Privada,7,77,0,0
1899,23,26,Júnior,1525.19,Humanas,Presencial,Iniciativa Privada,5,17,1,0
1900,67,30,Sem vínculo,0.0,Exatas,Presencial,Desempregado,7,11,0,0
1901,42,26,Pleno,6462.67,Tecnologia,EAD,Iniciativa Privada,5,86,0,0
1902,30,24,Pleno,6420.24,Exatas,Híbrido,Autônomo/PJ,4,77,1,0
1903,53,26,Júnior,3019.45,Biológicas,Presencial,Iniciativa Privada,9,15,1,0
1904,70,29,Gestão,16279.93,Biológicas,EAD,Iniciativa Privada,8,36,1,1
1905,58,28,Pleno,8599.88,Tecnologia,Presencial,Autônomo/PJ,9,19,1,0
1906,115,34,Gestão,17678.35,Exatas,Presencial,Autônomo/PJ,7,19,1,0
1907,84,31,Gestão,16083.17,Exatas,Presencial,Iniciativa Privada,8,14,0,0
1908,78,33,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,6,24,1,0
1909,20,28,Sem vínculo,0.0,Exatas,Presencial,Desempregado,8,16,1,0
1910,54,24,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,9,11,1,0
1911,93,31,Sênior,11114.94,Humanas,Presencial,Iniciativa Privada,6,41,0,0
1912,73,26,Sênior,10986.11,Biológicas,Presencial,Iniciativa Privada,10,38,0,1
1913,17,25,Júnior,2653.21,Humanas,Presencial,Setor Público,4,55,1,0
1914,64,30,Gestão,17268.92,Biológicas,Presencial,Setor Público,4,52,0,0
1915,42,28,Pleno,7019.41,Biológicas,Híbrido,Iniciativa Privada,7,70,0,0
1916,66,25,Sênior,11138.64,Tecnologia,EAD,Autônomo/PJ,8,71,1,0
1917,106,31,Gestão,15233.11,Tecnologia,Híbrido,Iniciativa Privada,6,87,1,0
1918,48,29,Pleno,7532.69,Biológicas,EAD,Iniciativa Privada,6,46,0,0
1919,75,29,Sênior,9544.97,Tecnologia,EAD,Iniciativa Privada,8,24,0,0
1920,44,25,Pleno,6018.22,Exatas,Presencial,Autônomo/PJ,9,84,1,0
1921,61,32,Sênior,11383.22,Biológicas,EAD,Iniciativa Privada,10,49,1,0
1922,68,25,Gestão,15783.37,Biológicas,Presencial,Autônomo/PJ,4,32,0,0
1923,51,30,Júnior,2079.27,Tecnologia,Presencial,Setor Público,9,73,1,0
1924,93,32,Gestão,16509.57,Exatas,Presencial,Autônomo/PJ,4,85,0,0
1925,16,22,Sem vínculo,0.0,Exatas,Presencial,Desempregado,6,82,1,0
1926,67,27,Sênior,12664.56,Tecnologia,Presencial,Setor Público,7,28,1,0
1927,82,29,Sem vínculo,0.0,Biológicas,Híbrido,Desempregado,10,2,1,0
1928,103,33,Gestão,17521.88,Humanas,Presencial,Iniciativa Privada,4,38,1,0
1929,30,22,Pleno,8404.28,Biológicas,Híbrido,Iniciativa Privada,5,3,1,0
1930,76,32,Sênior,11720.42,Tecnologia,Presencial,Iniciativa Privada,6,36,0,0
1931,57,28,Pleno,8682.56,Exatas,EAD,Iniciativa Privada,8,94,0,1
1932,9,26,Júnior,5085.48,Biológicas,EAD,Autônomo/PJ,8,5,1,0
1933,64,26,Gestão,17059.91,Exatas,EAD,Iniciativa Privada,9,91,1,0
1934,77,29,Sênior,12724.0,Tecnologia,Presencial,Iniciativa Privada,9,9,1,0
1935,25,24,Sênior,13848.99,Biológicas,EAD,Setor Público,6,11,0,0
1936,98,34,Gestão,17891.53,Biológicas,Presencial,Setor Público,9,65,0,1
1937,68,25,Sênior,10414.75,Exatas,Presencial,Iniciativa Privada,9,2,1,0
1938,59,25,Pleno,5749.84,Exatas,EAD,Autônomo/PJ,6,64,1,0
1939,114,29,Gestão,18263.31,Tecnologia,Presencial,Iniciativa Privada,4,63,1,0
1940,115,34,Gestão,15558.02,Biológicas,Presencial,Iniciativa Privada,6,34,1,0
1941,79,30,Sênior,12701.84,Biológicas,Presencial,Setor Público,6,23,0,0
1942,112,31,Sênior,12258.69,Tecnologia,Híbrido,Setor Público,9,46,1,0
1943,103,28,Gestão,16396.93,Tecnologia,EAD,Iniciativa Privada,5,51,0,0
1944,62,28,Pleno,8206.35,Biológicas,Presencial,ONG,8,33,1,0
1945,95,32,Pleno,4193.88,Tecnologia,Presencial,Iniciativa Privada,9,83,1,1
1946,46,28,Pleno,7998.45,Biológicas,Presencial,Iniciativa Privada,4,79,0,0
1947,118,31,Sênior,13068.95,Biológicas,Presencial,Iniciativa Privada,7,93,1,1
1948,8,25,Júnior,3358.44,Biológicas,EAD,Setor Público,4,24,0,0
1949,11,23,Pleno,5640.59,Humanas,EAD,Autônomo/PJ,8,68,1,0
1950,10,20,Júnior,1635.31,Exatas,EAD,Iniciativa Privada,7,28,0,0
1951,10,22,Júnior,2395.57,Tecnologia,Híbrido,Iniciativa Privada,6,100,1,0
1952,59,31,Pleno,5077.83,Humanas,EAD,Autônomo/PJ,5,91,0,0
1953,52,29,Pleno,6757.62,Exatas,EAD,Iniciativa Privada,5,63,1,0
1954,92,32,Pleno,7546.8,Exatas,EAD,Iniciativa Privada,8,52,1,0
1955,54,27,Pleno,5211.88,Tecnologia,EAD,Setor Público,9,57,0,0
1956,14,25,Júnior,4362.35,Tecnologia,Híbrido,Iniciativa Privada,8,40,1,0
1957,104,32,Pleno,6159.52,Tecnologia,EAD,ONG,5,86,1,0
1958,25,28,Pleno,5969.96,Biológicas,Presencial,Iniciativa Privada,10,95,1,1
1959,118,34,Gestão,18370.94,Exatas,Híbrido,Autônomo/PJ,7,50,0,0
1960,66,32,Gestão,19145.23,Tecnologia,EAD,Iniciativa Privada,7,17,1,0
1961,111,29,Gestão,14669.9,Exatas,Presencial,ONG,9,40,0,0
1962,40,25,Sênior,12289.46,Tecnologia,EAD,Iniciativa Privada,4,98,1,0
1963,55,29,Pleno,4773.78,Biológicas,Presencial,Setor Público,6,60,0,0
1964,87,28,Sênior,11755.68,Exatas,EAD,Setor Público,9,23,0,0
1965,67,27,Gestão,16120.82,Tecnologia,Híbrido,Iniciativa Privada,7,46,0,0
1966,22,27,Júnior,5958.58,Tecnologia,Presencial,Iniciativa Privada,6,27,1,0
1967,93,31,Sênior,12411.04,Biológicas,Híbrido,Autônomo/PJ,8,35,1,0
1968,8,27,Sem vínculo,0.0,Exatas,EAD,Desempregado,7,20,1,0
1969,37,28,Sênior,10431.28,Tecnologia,EAD,Iniciativa Privada,7,55,1,0
1970,104,31,Sênior,11108.85,Exatas,Presencial,Iniciativa Privada,7,68,1,0
1971,107,29,Gestão,16930.52,Tecnologia,Presencial,Autônomo/PJ,4,25,1,0
1972,18,26,Júnior,2107.83,Tecnologia,Presencial,Iniciativa Privada,9,53,1,0
1973,116,36,Sem vínculo,0.0,Biológicas,Presencial,Desempregado,8,86,1,0
1974,94,33,Gestão,17146.91,Tecnologia,Presencial,Setor Público,5,43,1,0
1975,78,26,Sênior,12800.89,Biológicas,EAD,Setor Público,4,32,1,0
1976,73,27,Gestão,14914.63,Exatas,Híbrido,Iniciativa Privada,4,25,1,0
1977,19,27,Júnior,2901.18,Tecnologia,Presencial,Iniciativa Privada,7,21,1,0
1978,106,33,Sênior,13206.67,Biológicas,Presencial,Setor Público,4,19,0,0
1979,103,28,Sem vínculo,0.0,Exatas,EAD,Desempregado,9,1,0,0
1980,16,22,Sem vínculo,0.0,Humanas,Presencial,Desempregado,9,40,1,0
1981,110,29,Sênior,13838.56,Biológicas,Híbrido,Iniciativa Privada,9,53,0,1
1982,61,25,Sênior,12083.55,Biológicas,EAD,Iniciativa Privada,5,56,1,0
1983,72,27,Sênior,10318.07,Tecnologia,EAD,Iniciativa Privada,4,17,1,0
1984,97,29,Gestão,17872.7,Tecnologia,Presencial,ONG,10,4,1,0
1985,34,22,Pleno,7582.28,Exatas,Presencial,Iniciativa Privada,9,95,1,1
1986,14,27,Júnior,3713.93,Tecnologia,Presencial,Iniciativa Privada,4,45,0,0
1987,72,33,Sênior,10896.17,Exatas,Presencial,Iniciativa Privada,7,74,1,0
1988,30,26,Pleno,7282.45,Tecnologia,EAD,Iniciativa Privada,8,20,1,0
1989,103,29,Sem vínculo,0.0,Exatas,Presencial,Desempregado,9,21,0,0
1990,81,31,Sênior,11279.39,Tecnologia,Presencial,Iniciativa Privada,5,2,0,0
1991,47,25,Pleno,7389.15,Biológicas,EAD,Iniciativa Privada,7,8,0,0
1992,14,24,Júnior,2319.76,Humanas,Presencial,Iniciativa Privada,4,1,1,0
1993,84,27,Sênior,10419.96,Tecnologia,Presencial,Iniciativa Privada,9,27,0,0
1994,45,23,Pleno,7303.79,Biológicas,EAD,Iniciativa Privada,5,33,0,0
1995,30,25,Pleno,5321.61,Tecnologia,Presencial,Iniciativa Privada,10,52,0,0
1996,10,24,Júnior,3352.89,Exatas,Presencial,Setor Público,6,58,1,0
1997,16,24,Júnior,3204.67,Tecnologia,Presencial,Iniciativa Privada,9,9,1,0
1998,64,26,Gestão,15655.25,Biológicas,EAD,Iniciativa Privada,10,82,1,1
1999,103,31,Sênior,10630.66,Exatas,Presencial,Iniciativa Privada,10,92,1,0
2000,93,27,Pleno,4108.29,Tecnologia,Presencial,Autônomo/PJ,9,1,0,0
2001,84,30,Sênior,11651.64,Biológicas,Presencial,Setor Público,4,47,1,0
2002,43,25,Sênior,10039.6,Tecnologia,Presencial,Setor Público,8,5,0,0
2003,77,31,Sênior,10547.5,Biológicas,Presencial,Setor Público,4,43,0,0
2004,10,21,Júnior,4062.93,Tecnologia,EAD,Setor Público,8,53,0,0
2005,53,27,Júnior,5243.66,Biológicas,EAD,Iniciativa Privada,6,70,0,0
2006,95,27,Sem vínculo,0.0,Humanas,EAD,Desempregado,7,35,0,0
2007,23,27,Júnior,3077.56,Biológicas,Presencial,Iniciativa Privada,7,7,1,0
2008,75,31,Gestão,15882.35,Biológicas,Presencial,Iniciativa Privada,10,82,0,1
2009,42,24,Júnior,2928.38,Biológicas,EAD,Autônomo/PJ,9,9,1,0
2010,65,25,Gestão,15484.83,Exatas,EAD,Iniciativa Privada,7,32,1,0
2011,53,28,Sem vínculo,0.0,Biológicas,Híbrido,Desempregado,5,100,1,0
2012,82,28,Sênior,12264.95,Humanas,Presencial,Iniciativa Privada,8,90,1,1
2013,33,29,Sênior,9266.33,Tecnologia,Presencial,ONG,4,92,1,0
2014,74,30,Sênior,11932.56,Biológicas,EAD,Autônomo/PJ,5,18,0,0
2015,82,33,Sem vínculo,0.0,Exatas,Híbrido,Desempregado,5,17,1,0
2016,86,29,Sem vínculo,0.0,Tecnologia,Híbrido,Desempregado,4,50,0,0
2017,119,32,Sênior,11873.83,Exatas,Híbrido,ONG,6,22,0,0
2018,45,24,Pleno,7978.38,Humanas,Híbrido,Autônomo/PJ,10,0,0,0
2019,50,27,Sênior,11311.3,Exatas,EAD,Iniciativa Privada,7,58,0,0
2020,101,30,Pleno,4915.48,Exatas,Presencial,Iniciativa Privada,6,2,1,0
2021,67,27,Gestão,17417.53,Tecnologia,EAD,Setor Público,6,9,0,0
2022,98,30,Sem vínculo,0.0,Humanas,Presencial,Desempregado,7,70,1,0
2023,63,32,Sênior,12361.28,Biológicas,Presencial,Autônomo/PJ,6,48,1,0
2024,72,31,Sem vínculo,0.0,Exatas,EAD,Desempregado,5,55,1,0
2025,61,25,Sênior,12832.06,Humanas,EAD,Autônomo/PJ,9,89,1,1
2026,45,24,Pleno,6029.03,Tecnologia,EAD,Iniciativa Privada,4,15,0,0
2027,103,31,Pleno,7298.67,Tecnologia,Presencial,Iniciativa Privada,9,38,1,0
2028,45,26,Pleno,6852.0,Exatas,Presencial,Iniciativa Privada,5,95,1,0
2029,96,32,Sênior,11008.58,Tecnologia,Híbrido,Iniciativa Privada,9,75,1,0
2030,82,33,Sênior,10359.36,Humanas,EAD,Setor Público,5,43,1,0
2031,114,31,Sem vínculo,0.0,Humanas,Presencial,Desempregado,8,7,1,0
2032,38,29,Sênior,10792.9,Exatas,EAD,Autônomo/PJ,7,7,1,0
2033,11,22,Júnior,3068.16,Exatas,Híbrido,Iniciativa Privada,7,44,0,0
